NDC Description,NDC, NADAC_Per_Unit ,Effective_Date,Pricing_Unit,OTC,Brand/Generic,As of Date,High Cost
PREMARIN 1.25 MG TABLET,46110491, $5.02 ,2/22/17,EA,N,B,6/7/17,High
PREMARIN VAGINAL CREAM-APPL,46087221, $11.06 ,2/22/17,GM,N,B,6/7/17,High
PREMPHASE 0.625-5 MG TABLET,46257512, $6.13 ,2/22/17,EA,N,B,6/7/17,High
PREMPRO 0.3 MG-1.5 MG TABLET,46110511, $6.11 ,2/22/17,EA,N,B,6/7/17,High
PREMPRO 0.45-1.5 MG TABLET,46110611, $6.12 ,2/22/17,EA,N,B,6/7/17,High
PREMPRO 0.625-2.5 MG TABLET,46110711, $6.12 ,2/22/17,EA,N,B,6/7/17,High
PREMPRO 0.625-5 MG TABLET,46110811, $6.09 ,2/22/17,EA,N,B,6/7/17,High
PRENATA CHEWABLE TABLET,44946104105, $0.11 ,3/22/17,EA,N,G,6/7/17,Low
PRENATAL VITAMIN PLUS LOW IRON,63044015001, $0.12 ,5/17/17,EA,N,G,6/7/17,Low
PRENATE DHA SOFTGEL,75854031230, $5.87 ,5/13/17,EA,N,B,6/7/17,High
PRENATE MINI SOFTGEL,75854031530, $5.88 ,5/13/17,EA,N,B,6/7/17,High
PRENATE PIXIE SOFTGEL,75854031630, $5.88 ,5/13/17,EA,N,B,6/7/17,High
PREPLUS CA-FE 27 MG-FA 1 MG TB,76439025850, $0.12 ,5/17/17,EA,N,G,6/7/17,Low
PREPOPIK POWDER PACKET,55566970001, $59.03 ,1/18/17,EA,N,B,6/7/17,High
PREQUE 10 TABLET,52544007960, $1.54 ,1/1/17,EA,N,B,6/7/17,Low
PREVACID 15 MG SOLUTAB,64764054311, $13.34 ,2/22/17,EA,N,B,6/7/17,High
PREVACID 24HR DR 15 MG CAPSULE,67628614, $0.69 ,4/19/17,EA,Y,B,6/7/17,Low
PREVACID 30 MG SOLUTAB,64764054411, $13.29 ,2/22/17,EA,N,B,6/7/17,High
PREVACID DR 15 MG CAPSULE,64764054130, $13.62 ,1/4/17,EA,N,B,6/7/17,High
PREVACID DR 30 MG CAPSULE,64764004613, $13.28 ,1/4/17,EA,N,B,6/7/17,High
PREVALITE PACKET,245003660, $1.90 ,5/17/17,EA,N,G,6/7/17,Low
PREVALITE POWDER,245003623, $0.25 ,1/18/17,GM,N,G,6/7/17,Low
PREVIFEM TABLET,603764217, $0.29 ,5/17/17,EA,N,G,6/7/17,Low
PREVPAC PATIENT PACK,64764070201, $8.36 ,1/4/17,EA,N,B,6/7/17,High
PREZCOBIX 800 MG-150 MG TABLET,59676057530, $53.80 ,5/17/17,EA,N,B,6/7/17,High
PREZISTA 600 MG TABLET,59676056201, $23.47 ,2/22/17,EA,N,B,6/7/17,High
PREZISTA 800 MG TABLET,59676056630, $47.09 ,3/22/17,EA,N,B,6/7/17,High
PRILOSEC DR 10 MG SUSPENSION,186061001, $6.27 ,7/20/16,EA,N,B,6/7/17,High
PRILOSEC DR 2.5 MG SUSPENSION,186062501, $6.25 ,7/20/16,EA,N,B,6/7/17,High
PRIMIDONE 250 MG TABLET,527123110, $0.15 ,5/17/17,EA,N,G,6/7/17,Low
PRIMIDONE 50 MG TABLET,68084020211, $0.08 ,5/17/17,EA,N,G,6/7/17,Low
PRINIVIL 20 MG TABLET,6020754, $1.62 ,7/20/16,EA,N,B,6/7/17,Low
PRISTIQ ER 100 MG TABLET,8122214, $11.16 ,6/1/17,EA,N,B,6/7/17,High
PRISTIQ ER 25 MG TABLET,8121030, $11.19 ,6/1/17,EA,N,B,6/7/17,High
PRISTIQ ER 50 MG TABLET,8121101, $11.17 ,6/1/17,EA,N,B,6/7/17,High
PROAIR HFA 90 MCG INHALER,59310057922, $6.35 ,2/22/17,GM,N,B,6/7/17,High
PROAIR RESPICLICK INHAL POWDER,59310058020, $51.04 ,2/22/17,EA,N,B,6/7/17,High
PROBENECID 500 MG TABLET,591534710, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
PROBENECID-COLCHICINE TABS,591532501, $0.75 ,5/17/17,EA,N,G,6/7/17,Low
PROCARDIA XL 30 MG TABLET,69265072, $5.53 ,6/1/17,EA,N,B,6/7/17,High
PROCARDIA XL 60 MG TABLET,69266066, $9.48 ,6/1/17,EA,N,B,6/7/17,High
PROCENTRA 5 MG/5 ML SOLUTION,21724070105, $1.64 ,3/8/17,ML,N,B-ANDA,6/7/17,Low
PROCHLORPERAZINE 10 MG TAB,51079054201, $0.09 ,5/17/17,EA,N,G,6/7/17,Low
PROCHLORPERAZINE 25 MG SUPP,713013512, $7.40 ,5/17/17,EA,N,G,6/7/17,High
PROCHLORPERAZINE 5 MG TABLET,378510501, $0.07 ,5/17/17,EA,N,G,6/7/17,Low
"PROCRIT 10,000 UNITS/ML VIAL",59676031001, $236.20 ,5/17/17,ML,N,B,6/7/17,High
"PROCRIT 20,000 UNITS/ML VIAL",59676032004, $470.35 ,1/19/17,ML,N,B,6/7/17,High
"PROCRIT 4,000 UNITS/ML VIAL",59676030401, $96.22 ,1/14/17,ML,N,B,6/7/17,High
"PROCRIT 40,000 UNITS/ML VIAL",59676034001, $943.60 ,1/14/17,ML,N,B,6/7/17,High
PROCTOFOAM-HC 1%-1% FOAM,37682210, $12.61 ,5/16/17,GM,N,B-ANDA,6/7/17,High
PROCTO-MED HC 2.5% CREAM,69315030230, $1.03 ,5/17/17,GM,N,G,6/7/17,Low
PROCTO-PAK 1% CREAM,64980030230, $0.65 ,5/17/17,GM,N,G,6/7/17,Low
PROCTOSOL-HC 2.5% CREAM,10631040701, $1.51 ,5/17/17,GM,N,B-ANDA,6/7/17,Low
PROCTOZONE-HC 2.5% CREAM,64980032430, $1.03 ,5/17/17,GM,N,G,6/7/17,Low
PROGESTERONE 100 MG CAPSULE,69543037410, $0.79 ,5/17/17,EA,N,G,6/7/17,Low
PROGESTERONE 200 MG CAPSULE,10888713602, $1.37 ,5/17/17,EA,N,G,6/7/17,Low
PROGESTERONE OIL 50 MG/ML VL,143972501, $2.41 ,5/17/17,ML,N,G,6/7/17,Low
PROGLYCEM 50 MG/ML ORAL SUSP,575620030, $9.21 ,1/1/17,ML,N,B,6/7/17,High
PROGRAF 0.5 MG CAPSULE,469060773, $2.63 ,1/4/17,EA,N,B,6/7/17,Low
PROGRAF 1 MG CAPSULE,469061773, $5.26 ,4/19/17,EA,N,B,6/7/17,High
PROLENSA 0.07% EYE DROPS,24208060203, $73.96 ,2/22/17,ML,N,B,6/7/17,High
PROLIA 60 MG/ML SYRINGE,55513071001," $1,040.71 ",2/22/17,ML,N,B,6/7/17,High
PROMETHAZINE 12.5 MG SUPPOS,45802075830, $7.67 ,5/17/17,EA,N,G,6/7/17,High
PROMETHAZINE 12.5 MG TABLET,65162074510, $0.09 ,5/17/17,EA,N,G,6/7/17,Low
PROMETHAZINE 25 MG SUPPOSITORY,51672529701, $7.23 ,5/17/17,EA,N,G,6/7/17,High
PROMETHAZINE 25 MG TABLET,781183001, $0.06 ,5/17/17,EA,N,G,6/7/17,Low
PROMETHAZINE 25 MG/ML AMPUL,641094835, $1.31 ,10/19/16,ML,N,G,6/7/17,Low
PROMETHAZINE 25 MG/ML VIAL,703219104, $1.21 ,3/22/17,ML,N,G,6/7/17,Low
PROMETHAZINE 50 MG SUPPOSITORY,40085022012, $31.00 ,11/23/16,EA,N,G,6/7/17,High
PROMETHAZINE 50 MG TABLET,65162052210, $0.18 ,5/17/17,EA,N,G,6/7/17,Low
PROMETHAZINE 6.25 MG/5 ML SYRP,70408014631, $0.02 ,5/17/17,ML,N,G,6/7/17,Low
PROMETHAZINE VC SYRUP,603158758, $0.21 ,5/17/17,ML,N,G,6/7/17,Low
PROMETHAZINE VC-CODEINE SYRUP,603158854, $0.39 ,5/17/17,ML,N,G,6/7/17,Low
PROMETHAZINE-CODEINE SYRUP,603158554, $0.03 ,5/17/17,ML,N,G,6/7/17,Low
PROMETHAZINE-DM SOLUTION,50383080316, $0.01 ,5/17/17,ML,N,G,6/7/17,Low
PROMETHAZINE-DM SYRUP,603158654, $0.02 ,5/17/17,ML,N,G,6/7/17,Low
PROMETHAZINE-PE-CODEINE SYRUP,50383080504, $0.39 ,5/17/17,ML,N,G,6/7/17,Low
PROMETHAZINE-PHENYLEPHRINE SYR,50383080216, $0.21 ,5/17/17,ML,N,G,6/7/17,Low
PROMETHEGAN 12.5 MG SUPPOS,713053612, $7.67 ,5/17/17,EA,N,G,6/7/17,High
PROMETHEGAN 25 MG SUPPOSITORY,713052612, $7.23 ,5/17/17,EA,N,G,6/7/17,High
PROMETHEGAN 50 MG SUPPOSITORY,713013212, $31.00 ,11/23/16,EA,N,G,6/7/17,High
PROPAFENONE HCL 150 MG TABLET,591058201, $0.16 ,5/17/17,EA,N,G,6/7/17,Low
PROPAFENONE HCL 225 MG TAB,591058301, $0.28 ,5/17/17,EA,N,G,6/7/17,Low
PROPAFENONE HCL 300 MG TAB,53489055301, $0.85 ,5/17/17,EA,N,G,6/7/17,Low
PROPAFENONE HCL ER 225 MG CAP,66993011460, $4.58 ,5/17/17,EA,N,G,6/7/17,Low
PROPAFENONE HCL ER 325 MG CAP,66993011560, $5.61 ,5/17/17,EA,N,G,6/7/17,High
PROPAFENONE HCL ER 425 MG CAP,49884021102, $5.72 ,3/22/17,EA,N,G,6/7/17,High
PROPANTHELINE 15 MG TABLET,54472125, $0.59 ,10/19/16,EA,N,G,6/7/17,Low
PROPARACAINE 0.5% EYE DROPS,24208073006, $1.96 ,5/17/17,ML,N,G,6/7/17,Low
PROPECIA 1 MG TABLET,6007131, $3.04 ,1/18/17,EA,N,B,6/7/17,Low
PROPRANOLOL 10 MG TABLET,603548232, $0.16 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL 20 MG TABLET,115166003, $0.22 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL 20 MG/5 ML SOLN,54372763, $0.09 ,5/17/17,ML,N,G,6/7/17,Low
PROPRANOLOL 40 MG TABLET,603548432, $0.25 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL 60 MG TABLET,50111047001, $0.63 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL 80 MG TABLET,591555705, $0.47 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL ER 120 MG CAPSULE,245008611, $1.58 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL ER 160 MG CAPSULE,43478090388, $2.40 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL ER 60 MG CAPSULE,51991081705, $1.02 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL ER 80 MG CAPSULE,245008511, $1.32 ,5/17/17,EA,N,G,6/7/17,Low
PROPRANOLOL-HYDROCHLOROTHIAZIDE 40-25 MG TAB,378073101, $1.01 ,6/22/16,EA,N,G,6/7/17,Low
PROPYLTHIOURACIL 50 MG TABLET,68084096425, $0.62 ,5/17/17,EA,N,G,6/7/17,Low
PRO-RED AC SYRUP,66594049916, $0.05 ,3/22/17,ML,Y,B,6/7/17,Low
PROSCAR 5 MG TABLET,6007231, $4.75 ,11/23/16,EA,N,B,6/7/17,Low
PROTONIX 40 MG SUSPENSION,8084402, $11.56 ,5/24/17,EA,N,B,6/7/17,High
PROTONIX DR 20 MG TABLET,8084381, $12.51 ,6/1/17,EA,N,B,6/7/17,High
PROTONIX DR 40 MG TABLET,8084181, $12.48 ,6/1/17,EA,N,B,6/7/17,High
PROTONIX IV 40 MG VIAL,8092355, $3.79 ,5/18/16,EA,N,B,6/7/17,Low
PROTRIPTYLINE HCL 10 MG TABLET,50383096010, $2.16 ,12/21/16,EA,N,G,6/7/17,Low
PROTRIPTYLINE HCL 5 MG TABLET,54021025, $1.60 ,2/22/17,EA,N,G,6/7/17,Low
PROVENTIL HFA 90 MCG INHALER,85113201, $10.80 ,2/22/17,GM,N,B,6/7/17,High
PROVIDA DHA CAPSULE,52747050330, $1.66 ,11/15/16,EA,N,B,6/7/17,Low
PROVIDA OB CAPSULE,52747050430, $0.85 ,11/15/16,EA,N,B,6/7/17,Low
PROVIGIL 100 MG TABLET,63459010130, $29.92 ,1/1/17,EA,N,B,6/7/17,High
PROVIGIL 200 MG TABLET,63459020130, $45.29 ,5/10/17,EA,N,B,6/7/17,High
PROVIL 200 MG TABLET,62107000201, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
PROZAC 10 MG PULVULE,777310402, $13.16 ,5/2/17,EA,N,B,6/7/17,High
PROZAC 20 MG PULVULE,777310502, $13.24 ,5/2/17,EA,N,B,6/7/17,High
PROZAC 40 MG PULVULE,777310730, $26.47 ,5/2/17,EA,N,B,6/7/17,High
PROZAC WEEKLY 90 MG CAPSULE,2300475, $35.48 ,5/18/16,EA,N,B,6/7/17,High
PSEUDOEPHED 30 MG/5 ML SOLN,536185085, $0.01 ,9/21/16,ML,Y,G,6/7/17,Low
PSEUDOEPHEDRINE 30 MG TABLET,37205044580, $0.05 ,5/17/17,EA,Y,G,6/7/17,Low
PSEUDOEPHEDRINE ER 120 MG TAB,45802010752, $0.34 ,5/17/17,EA,Y,G,6/7/17,Low
PULMICORT 0.25 MG/2 ML RESPUL,186198804, $4.22 ,11/23/16,ML,N,B,6/7/17,Low
PULMICORT 0.5 MG/2 ML RESPULE,186198904, $4.97 ,11/23/16,ML,N,B,6/7/17,High
PULMICORT 1 MG/2 ML RESPULE,186199004, $10.06 ,9/21/16,ML,N,B,6/7/17,High
PULMICORT 180 MCG FLEXHALER,186091612, $207.68 ,2/22/17,EA,N,B,6/7/17,High
PULMICORT 90 MCG FLEXHALER,186091706, $154.56 ,2/22/17,EA,N,B,6/7/17,High
PULMOZYME 1 MG/ML AMPUL,50242010040, $42.02 ,3/22/17,ML,N,B,6/7/17,High
PUREVIT DUALFE PLUS CAPSULE,59088011266, $0.40 ,2/22/17,EA,N,G,6/7/17,Low
PYLERA CAPSULE,58914060120, $6.40 ,2/22/17,EA,N,B,6/7/17,High
PYRAZINAMIDE 500 MG TABLET,61748001206, $2.59 ,7/20/16,EA,N,G,6/7/17,Low
PYRIDOSTIGMINE BR 60 MG TABLET,68084049401, $0.51 ,5/17/17,EA,N,G,6/7/17,Low
PYRIDOSTIGMINE ER 180 MG TAB,68682030130, $10.93 ,5/17/17,EA,N,G,6/7/17,High
QC ACETAMINOPHEN 8-HR 650 MG,63868009150, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
QC ACID CONTROLLER 10 MG TAB,63868071430, $0.11 ,5/17/17,EA,Y,G,6/7/17,Low
QC ALL DAY ALLERGY 10 MG TAB,63868013214, $0.07 ,5/17/17,EA,Y,G,6/7/17,Low
QC ALLERGY & SINUS HA CAPLET,63868098524, $0.08 ,10/19/16,EA,Y,G,6/7/17,Low
QC ALLERGY RELIEF MUL-SYM CPLT,63868098124, $0.08 ,5/17/17,EA,Y,G,6/7/17,Low
QC ANTACID 500 MG CHEW TABLET,63868004715, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
QC ANTACID SUSPENSION,63868071257, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC ANTACID-ANTIGAS SUSPENSION,63868069457, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC ANTI-DIARRHEAL 2 MG CAPLET,63868033860, $0.11 ,5/17/17,EA,Y,G,6/7/17,Low
QC ANTI-ITCH CREAM,63868021801, $0.06 ,5/17/17,GM,Y,G,6/7/17,Low
QC ARTHRITIS PAIN ER 650 MG,63868008901, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
QC ASPIRIN 325 MG TABLET,63868035203, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
QC ASPIRIN 81 MG CHEWABLE TAB,63868024036, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
QC ASPIRIN EC 325 MG TABLET,63868089810, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
QC ASPIRIN EC 81 MG TABLET,63868036320, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
QC CALAMINE LOTION,63868031706, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC CASTOR OIL,63868032206, $0.02 ,5/17/17,ML,Y,G,6/7/17,Low
QC CHILD ALLERGY 12.5 MG/5 ML,63868082354, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC CHILD IBUPROFEN 100 MG/5 ML,63868075818, $0.03 ,5/17/17,ML,Y,G,6/7/17,Low
QC CHILD PAIN RLF 160 MG/5 ML,63868017626, $0.02 ,5/17/17,ML,Y,G,6/7/17,Low
QC COMPLETE ALLERGY 25 MG CAP,63868008701, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
QC GENTLE LAXATIVE 10 MG SUPP,63868032808, $0.11 ,5/17/17,EA,Y,G,6/7/17,Low
QC HEADACHE RELIEF TABLET,63868048501, $0.05 ,5/17/17,EA,Y,G,6/7/17,Low
QC HEMORRHOIDAL OINTMENT,63868020102, $0.05 ,5/17/17,GM,Y,G,6/7/17,Low
QC HEMORRHOIDAL SUPPOSITORIES,63868020812, $0.18 ,5/17/17,EA,Y,G,6/7/17,Low
QC HYDROGEN PEROXIDE 3% SOLN,63868092616, $0.00 ,10/19/16,ML,Y,G,6/7/17,Low
QC IBUPROFEN 100 MG/5 ML SUSP,63868075618, $0.03 ,5/17/17,ML,Y,G,6/7/17,Low
QC IBUPROFEN 200 MG SOFTGEL,63868075940, $0.08 ,5/17/17,EA,Y,G,6/7/17,Low
QC IBUPROFEN CLD-SINUS CPLT,63868045320, $0.17 ,5/17/17,EA,Y,G,6/7/17,Low
QC IBUPROFEN IB 200 MG CAPLET,63868079150, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
QC IBUPROFEN IB 200 MG TABLET,63868079050, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
QC INF IBUPROFEN 50 MG/1.25 ML,63868007630, $0.18 ,5/17/17,ML,Y,G,6/7/17,Low
QC INFNT PAIN RLF 160 MG/5 ML,63868083560, $0.06 ,5/17/17,ML,Y,G,6/7/17,Low
QC JR. NON-ASPIRIN 160 MG TAB,63868015824, $0.08 ,5/17/17,EA,Y,G,6/7/17,Low
QC LORATADINE 10 MG TABLET,63868015110, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
QC LORATADINE-D 24HR TABLET,63868015410, $0.42 ,5/17/17,EA,Y,G,6/7/17,Low
QC MAGNESIUM CITRATE SOLUTION,63868093510, $0.00 ,5/17/17,ML,Y,G,6/7/17,Low
QC MICONAZOLE 7 CREAM,63868019845, $0.10 ,5/17/17,GM,Y,G,6/7/17,Low
QC MILK OF MAGNESIA SUSPENSION,63868078857, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC MINERAL OIL HEAVY,63868093816, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC MUCUS RELIEF 400 MG CAPLET,63868099850, $0.07 ,5/17/17,EA,Y,G,6/7/17,Low
QC MUCUS RELIEF DM TABLET,63868075350, $0.08 ,5/17/17,EA,Y,G,6/7/17,Low
QC NAPROXEN SOD 220 MG TABLET,63868046501, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
QC NATURAL VEG LAXATIVE TABLET,63868025710, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
QC NATURA-LAX 17 GM POWDER,63868000214, $0.02 ,5/17/17,GM,Y,G,6/7/17,Low
QC NIGHTTIME SLEEP 25 MG TAB,63868061132, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
QC NON-ASPIRIN 500 MG CAPLET,63868050350, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
QC NON-ASPIRIN 500 MG GELCAP,63868098750, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
QC NON-ASPIRIN PAIN RELIEF TB,63868050701, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
QC NON-ASPIRIN PM CAPLET,63868032550, $0.04 ,5/17/17,EA,Y,G,6/7/17,Low
QC OMEPRAZOLE MAG DR 20.6 MG,63868017742, $0.44 ,11/23/16,EA,Y,G,6/7/17,Low
QC POVIDONE-IODINE 10% SOLN,63868023008, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC READY TO USE ENEMA,63868038045, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC SINUS PAIN RELIEF CAPLET,63868098424, $0.08 ,5/17/17,EA,Y,G,6/7/17,Low
QC SORE THROAT 1.4% SPRAY,63868081155, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QC SUPHEDRINE 12HR 120 MG CPLT,63868014310, $0.34 ,5/17/17,EA,Y,G,6/7/17,Low
QC TOLNAFTATE 1% CREAM,63868010446, $0.11 ,5/17/17,GM,Y,G,6/7/17,Low
QC TUSSIN CF LIQUID,63868024404, $0.02 ,5/17/17,ML,Y,G,6/7/17,Low
Q-DRYL 12.5 MG/5 ML LIQUID,603082354, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
Q-DRYL 25 MG CAPSULE,603024118, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
QNASL 80 MCG NASAL SPRAY,59310021012, $21.22 ,2/22/17,GM,N,B,6/7/17,High
QNASL CHILDREN'S 40 MCG SPRAY,59310020606, $37.69 ,2/22/17,GM,N,B,6/7/17,High
Q-PAP 160 MG/5 ML LIQUID,603084094, $0.01 ,7/20/16,ML,Y,G,6/7/17,Low
Q-PAP 160 MG/5 ML SOLUTION,603083958, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
Q-PAP 325 MG TABLET,603026329, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
Q-PAP EX-STR 500 MG TABLET,603026829, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
QSYMIA 11.25 MG-69 MG CAPSULE,62541020330, $6.38 ,9/21/16,EA,N,B,6/7/17,High
QSYMIA 15 MG-92 MG CAPSULE,62541020430, $6.40 ,12/21/16,EA,N,B,6/7/17,High
QSYMIA 3.75 MG-23 MG CAPSULE,62541020130, $5.78 ,12/21/16,EA,N,B,6/7/17,High
QSYMIA 7.5 MG-46 MG CAPSULE,62541020230, $5.96 ,2/22/17,EA,N,B,6/7/17,High
Q-TAPP DM ELIXIR,603085294, $0.02 ,5/17/17,ML,Y,G,6/7/17,Low
Q-TAPP ELIXIR,603085194, $0.01 ,12/21/16,ML,Y,G,6/7/17,Low
Q-TUSSIN 100 MG/5 ML SOLUTION,603085794, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
Q-TUSSIN DM SYRUP,603085594, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
QUARTETTE TABLET,51285043187, $4.14 ,5/3/17,EA,N,B,6/7/17,Low
QUASENSE 0.15-0.03 MG TABLET,52544096691, $0.75 ,5/17/17,EA,N,G,6/7/17,Low
QUETIAPINE ER 150 MG TABLET,49884080602, $10.87 ,5/17/17,EA,N,G,6/7/17,High
QUETIAPINE ER 200 MG TABLET,49884080702, $11.65 ,5/17/17,EA,N,G,6/7/17,High
QUETIAPINE ER 300 MG TABLET,49884080802, $15.35 ,5/17/17,EA,N,G,6/7/17,High
QUETIAPINE ER 400 MG TABLET,16729009712, $17.19 ,5/17/17,EA,N,G,6/7/17,High
QUETIAPINE ER 50 MG TABLET,49884080502, $6.02 ,5/17/17,EA,N,G,6/7/17,High
QUETIAPINE FUMARATE 100 MG TAB,54022120, $0.10 ,5/17/17,EA,N,G,6/7/17,Low
QUETIAPINE FUMARATE 200 MG TAB,67877024601, $0.19 ,5/17/17,EA,N,G,6/7/17,Low
QUETIAPINE FUMARATE 25 MG TAB,54022020, $0.07 ,5/17/17,EA,N,G,6/7/17,Low
QUETIAPINE FUMARATE 300 MG TAB,68001018300, $0.27 ,5/17/17,EA,N,G,6/7/17,Low
QUETIAPINE FUMARATE 400 MG TAB,47335090788, $0.26 ,5/17/17,EA,N,G,6/7/17,Low
QUETIAPINE FUMARATE 50 MG TAB,60505313201, $0.08 ,5/17/17,EA,N,G,6/7/17,Low
QUFLORA PED 0.25 MG CHEW TAB,15370010330, $5.64 ,10/19/16,EA,N,B,6/7/17,High
QUILLIVANT XR 25 MG/5 ML SUSP,24478019010, $4.11 ,6/1/17,ML,N,B,6/7/17,Low
QUINAPRIL 10 MG TABLET,65862061890, $0.15 ,5/17/17,EA,N,G,6/7/17,Low
QUINAPRIL 20 MG TABLET,65862061990, $0.14 ,5/17/17,EA,N,G,6/7/17,Low
QUINAPRIL 40 MG TABLET,59762502201, $0.14 ,5/17/17,EA,N,G,6/7/17,Low
QUINAPRIL 5 MG TABLET,65862061790, $0.14 ,5/17/17,EA,N,G,6/7/17,Low
QUINAPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG TAB,60505340909, $0.52 ,3/22/17,EA,N,G,6/7/17,Low
QUINAPRIL-HYDROCHLOROTHIAZIDE 20-12.5 MG TAB,60505341009, $0.55 ,5/17/17,EA,N,G,6/7/17,Low
QUINAPRIL-HYDROCHLOROTHIAZIDE 20-25 MG TAB,378054477, $0.37 ,5/17/17,EA,N,G,6/7/17,Low
QUINIDINE SULFATE 300 MG TAB,185104710, $0.20 ,5/18/16,EA,N,G,6/7/17,Low
QUININE SULFATE 324 MG CAPSULE,64720033603, $4.33 ,5/17/17,EA,N,G,6/7/17,Low
QVAR 40 MCG ORAL INHALER,59310020212, $17.29 ,2/22/17,GM,N,B,6/7/17,High
QVAR 80 MCG ORAL INHALER,59310020412, $23.16 ,2/22/17,GM,N,B,6/7/17,High
RABEPRAZOLE SOD DR 20 MG TAB,13668010790, $0.50 ,5/17/17,EA,N,G,6/7/17,Low
RAJANI 28 TABLET,52544029831, $3.82 ,5/17/17,EA,N,G,6/7/17,Low
RALOXIFENE HCL 60 MG TABLET,65162005703, $1.24 ,5/17/17,EA,N,G,6/7/17,Low
RAMIPRIL 1.25 MG CAPSULE,68084029411, $0.18 ,5/17/17,EA,N,G,6/7/17,Low
RAMIPRIL 10 MG CAPSULE,16252057301, $0.08 ,5/17/17,EA,N,G,6/7/17,Low
RAMIPRIL 2.5 MG CAPSULE,68180058902, $0.08 ,5/17/17,EA,N,G,6/7/17,Low
RAMIPRIL 5 MG CAPSULE,68084026711, $0.08 ,5/17/17,EA,N,G,6/7/17,Low
"RANEXA ER 1,000 MG TABLET",61958100401, $8.80 ,4/19/17,EA,N,B,6/7/17,High
RANEXA ER 500 MG TABLET,61958100301, $5.36 ,4/19/17,EA,N,B,6/7/17,High
RANITIDINE 15 MG/ML SYRUP,23155029151, $0.04 ,1/18/17,ML,N,G,6/7/17,Low
RANITIDINE 150 MG CAPSULE,55111012960, $0.63 ,5/17/17,EA,N,G,6/7/17,Low
RANITIDINE 150 MG TABLET,904635051, $0.16 ,5/17/17,EA,Y,G,6/7/17,Low
RANITIDINE 150 MG TABLET,68462024801, $0.06 ,5/17/17,EA,N,G,6/7/17,Low
RANITIDINE 300 MG CAPSULE,781286531, $1.26 ,5/17/17,EA,N,G,6/7/17,Low
RANITIDINE 300 MG TABLET,68462024901, $0.12 ,5/17/17,EA,N,G,6/7/17,Low
RANITIDINE 75 MG TABLET,904634946, $0.07 ,5/17/17,EA,Y,G,6/7/17,Low
RAPAFLO 4 MG CAPSULE,52544015130, $7.30 ,2/22/17,EA,N,B,6/7/17,High
RAPAFLO 8 MG CAPSULE,52544015230, $7.29 ,2/22/17,EA,N,B,6/7/17,High
RAPAMUNE 0.5 MG TABLET,8104010, $13.80 ,6/1/17,EA,N,B,6/7/17,High
RAPAMUNE 1 MG TABLET,8104105, $27.26 ,6/1/17,EA,N,B,6/7/17,High
RAPAMUNE 1 MG/ML ORAL SOLN,8103004, $27.20 ,6/1/17,ML,N,B,6/7/17,High
RAPAMUNE 2 MG TABLET,8104205, $54.37 ,6/1/17,EA,N,B,6/7/17,High
